N,P,K,temperature,humidity,ph,rainfall,label
113.7912799154281,55.09769047612491,128.6539645856916,16.912677175790602,81.13542259205784,5.850808247210823,104.3588580199739,potato
60.0,46.0,53.0,24.48620746,92.98254537,6.761953186,183.49095,papaya
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,98.81596545,mango
2.0,79.0,15.0,21.53577883,65.47227704,7.505283615,35.75107592,lentil
37.0,137.0,199.0,22.63946441,90.18451645,5.697945522,108.3405879,apple
90.97440081655904,42.59469255147094,34.15706694626291,17.963259681459256,50.5339318986738,7.055436983510949,44.69042444342217,wheat
11.0,18.0,42.0,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
61.0,41.0,35.0,24.97178693,79.47557931,6.842966478999998,195.7571622,jute
107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.12016440000005,coffee
35.0,58.0,20.0,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
93.0,43.0,38.0,23.61475336,86.14290267,6.987332927000001,150.2355238,jute
93.0,47.0,37.0,21.53346343,82.14004101,6.500343222000001,295.9248796,rice
12.0,6.0,8.0,30.84835031,92.86773675,6.388617138,107.4142681,orange
16.0,55.0,19.0,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
37.0,6.0,13.0,26.03097313,91.50819306,7.511755067999999,101.2847738,orange
89.20233687407936,61.25458297421848,37.323990113272416,18.69614981207291,65.3573803906403,6.481241897811809,61.727317163027955,wheat
38.22997101131382,27.066903469282355,30.40713306316442,25.10186194020402,64.21129494172591,6.440383853999428,72.51591298329551,millet
39.0,24.0,31.0,33.55695561,53.72979826,4.757114897,98.67527561,mango
16.0,65.0,19.0,27.61204997,69.29786244,7.043160241,42.72374404,lentil
103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,coffee
31.0,36.0,29.0,33.93679864,52.72170281,6.460542749,97.4611918,mango
84.6790170901563,69.35436472356538,119.77023628003302,18.1558376574219,76.91869160485523,6.051547232335492,91.63842397299285,potato
13.0,121.0,196.0,22.20700989,93.50574163,6.443382913,120.1593771,apple
81.0,40.0,45.0,25.7629429,80.76238215,6.427726565,174.5071843,jute
64.73451306993103,45.35558402979586,32.85782479516034,19.56411435524291,47.650507908111244,6.593392602032865,36.20185646497946,mustard
27.0,76.0,83.0,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
78.0,43.0,42.0,21.32376327,83.00320459,7.283736617000001,192.3197536,rice
34.0,47.0,19.0,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean
74.0,49.0,38.0,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute
119.0,30.0,49.0,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
47.21500518493002,50.43339798278547,23.922872826571435,19.965405634764405,64.89950507747311,6.194995061427051,50.950294658355645,mustard
25.0,40.0,21.0,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
22.0,55.0,16.0,23.7937153,68.03209183,6.516317561,49.73922097,lentil
101.0,92.0,45.0,28.22776705,80.64303840000002,5.758054257,98.00403016,banana
71.0,54.0,16.0,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
31.0,51.0,25.0,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
103.07235681176651,72.40400394251262,114.6815077430393,14.322703010992976,82.13682293354785,6.303310244222932,82.63916803750872,potato
118.0,40.0,35.0,26.35034208,58.50650238,7.460174812000001,121.5586297,coffee
18.0,55.0,23.0,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas
6.0,37.0,17.0,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean
11.0,72.0,20.0,19.52226241,24.92607153,5.9511774520000005,113.334026,kidneybeans
60.15693326155192,44.74375359497661,34.5704044888516,17.450839153269712,47.58895096014769,6.638955438580275,61.85014278708509,mustard
3.0,78.0,18.0,20.21368219,68.65257685,6.887130053,50.89732989,lentil
6.0,30.0,40.0,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
92.22594672589528,58.85977932194548,30.097476009385208,16.422734934957717,61.627709086937784,7.708277143121759,70.87249473473501,wheat
61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,rice
84.0,38.0,43.0,26.57421679,73.81994896,7.26158085,159.3223075,jute
4.0,6.0,7.0,23.01014302,91.11764246,6.708889665,112.6738296,orange
25.0,143.0,200.0,23.80436344,92.80441624,6.024248787,100.6192543,apple
40.0,64.0,16.0,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
29.0,140.0,195.0,23.64082979,90.95257927,5.560521058,116.7431319,apple
7.0,31.0,27.0,31.32863689,47.59319575,6.524114355,94.67344737,mango
24.0,63.0,19.0,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
25.0,48.0,21.0,28.438097,83.48991368,6.267684328,52.55469976,mungbean
2.0,40.0,27.0,29.73770045,47.54885174,5.954626604,90.09586854,mango
31.64152644783173,27.766759343573682,41.239786657305274,21.193683893866215,66.34923737573382,6.829633067899989,33.765854130150096,millet
83.779784732604,55.55618304671796,135.28083094771446,19.187410600312226,62.07965931837771,6.050058688482677,68.37623474903977,potato
117.0,81.0,53.0,29.50704598,78.20585613,5.507641777999999,98.12565829,banana
1.0,66.0,23.0,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
60.0,61.0,78.0,20.71219282,19.83643308,6.317153205,94.03659867,chickpea
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,maize
112.33817368154783,47.644606126129574,57.1515527146026,20.925359200253254,72.01885641676823,6.539265556879136,52.85474749687799,wheat
93.0,91.0,47.0,27.84767901,83.31110751,6.101241579,117.2878912,banana
86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,rice
21.0,74.0,15.0,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
83.0,15.0,49.0,28.92705913,91.39356832,6.438008152999999,23.20076686,muskmelon
13.0,61.0,24.0,18.29783597,69.6897615,7.629910252999999,49.39111479,lentil
97.21511535004274,61.296676829939614,39.5237971515056,22.598216739007732,60.28210841577383,7.6301603194581755,58.437692705115296,wheat
47.0,79.0,78.0,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
10.0,70.0,19.0,24.84918386,68.98088448,7.272427638,41.61080544,lentil
99.79754162893099,46.50157029019116,40.36457471923051,18.22741367458118,57.84474532444354,6.773568080541073,63.10390521705213,wheat
60.0,46.0,22.0,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,95.04871605,mango
24.0,53.0,17.0,28.95451232,89.07866095,6.421271178,57.65901369,mungbean
28.0,37.0,28.0,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
3.0,77.0,25.0,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans
80.0,77.0,49.0,26.05433004,79.39654531,5.519088423,113.2297373,banana
38.0,60.0,76.0,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
94.22376579375525,57.77158567597581,47.34289557643821,22.426068650848656,67.6411385640099,6.737729105843168,78.5187803545731,wheat
70.0,38.0,35.0,24.39736241,79.26861738,7.014063944,164.2697011,jute
38.0,61.0,21.0,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
5.0,32.0,33.0,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
1.0,29.0,29.0,27.32961444,49.30347234,6.052026047000001,93.53197359,mango
49.0,54.0,50.0,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
40.0,73.0,20.0,21.59343016,20.31871249,5.811314232000001,61.13872036,kidneybeans
39.0,9.0,15.0,25.35467646,91.81183218,7.992041984,116.7555937,orange
58.0,71.0,15.0,27.82592799,67.58618829999999,6.919243702,74.01229707,blackgram
2.0,47.0,15.0,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
105.42454037571451,53.036895071977035,36.47964410642413,18.293028295646494,55.75599081911578,6.051683231589657,33.18836229928385,wheat
98.0,44.0,21.0,25.77175115,74.089114,6.524478032,107.4931917,maize
58.0,46.0,45.0,42.39413392,90.79028064,6.576261427,88.46607497,papaya
113.96920178674299,49.28518865578906,36.12612741706999,14.992411906086573,53.657017341901245,6.635249213551013,65.71062120817386,wheat
7.0,63.0,24.0,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
36.0,43.0,22.0,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean
57.0,67.0,25.0,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
7.0,23.0,35.0,19.75088482,88.71691157,7.054313822999999,102.5538035,pomegranate
1.0,124.0,199.0,23.71059131,93.27392415,5.658473817000001,112.66765890000002,apple
29.0,76.0,15.0,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram
33.0,58.0,24.0,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
27.0,74.0,20.0,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
13.0,67.0,18.0,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas
26.0,80.0,18.0,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
78.0,48.0,22.0,23.08974909,63.10459626,5.588650585,70.43473609,maize
37.08037816365692,28.64109540690101,35.515373607451224,26.216431442662508,63.201152145535374,5.5709027897040775,86.3279031500638,millet
22.0,60.0,85.0,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea
56.0,57.0,48.0,31.56213762,93.0484859,6.506120752,63.62250788,papaya
100.0,35.0,36.0,25.31042337,72.01364411,6.346715209,190.5577618,jute
91.54787571348689,60.76896621552787,130.43117234402226,18.17889110976052,87.53024822868437,5.836689250909685,87.90048291965509,potato
76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,rice
103.91582908269834,56.22980084756422,42.45839616701287,22.061617122496237,58.47729057533113,6.408494513687077,49.986637083376365,wheat
95.0,30.0,52.0,29.48069921,90.33698678,6.640470862999999,26.0365768,muskmelon
12.0,20.0,39.0,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
21.0,137.0,196.0,23.6119202,91.70293849,5.812781806,123.5900822,apple
106.0,16.0,54.0,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
102.0,24.0,54.0,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
1.0,67.0,21.0,27.52135365,60.53657684,6.551577598,48.06491307,lentil
91.0,75.0,55.0,27.48612983,76.11239849,6.212369363,109.2768851,banana
25.0,78.0,76.0,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
98.2652757641764,42.14013412351018,44.03989823184366,18.73489971332617,43.46046319968099,7.011921671166113,61.884903783636744,wheat
67.0,35.0,22.0,23.30546753,63.24648023,6.385684213999999,108.7603001,maize
5.0,29.0,44.0,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
106.0,10.0,49.0,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon
35.0,128.0,205.0,21.07273439,93.56585985,6.041053829,107.8737015,apple
53.617719557081905,28.777957498938203,31.954777899493,26.033625958592722,79.2024871408761,6.504768600285597,59.594437411469194,millet
60.17972714249637,36.10376177007144,34.96642388702572,16.172231243610696,62.37441201581802,6.622928838787849,64.62587190530795,mustard
66.27683430318419,36.11474916618904,39.67361902107268,22.923974981069435,75.0,6.736717006212656,39.942532957380635,mustard
37.0,65.0,16.0,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans
29.62534441635323,27.257422460482367,32.7142307774984,27.485634907824572,65.74275920912892,5.862723089801036,71.82825846440467,millet
23.0,59.0,25.0,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean
11.0,71.0,17.0,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
2.0,38.0,33.0,32.38697531,53.2328243,4.691396195,90.21633216,mango
14.0,59.0,15.0,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans
105.63547027518509,50.46961816317783,31.378041776565553,20.37498808188881,65.48841167998751,6.819233978664553,63.49055695880422,wheat
94.0,26.0,27.0,26.36629861,52.25738495,7.456460375,177.31761609999995,coffee
111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,coffee
55.0,67.0,16.0,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
88.0,5.0,47.0,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
100.0,80.0,52.0,27.53911354,77.25629897,6.049801781,110.3262123,banana
36.0,140.0,198.0,23.34386401,91.47684705,6.28188384,104.4267991,apple
18.0,74.0,15.0,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
78.0,58.0,15.0,25.00933355,67.816568,6.5286312660000005,62.91359494,maize
44.0,47.0,45.0,38.73218907,94.73613484,6.579441304,218.142147,papaya
7.0,63.0,24.0,19.55750776,64.45268309,6.818681086000002,53.04669416,lentil
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
89.0,9.0,47.0,29.47156259,90.77069618,6.6683827660000015,28.75226067,muskmelon
115.0,12.0,52.0,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
22.0,17.0,26.0,28.69818144,47.71875722,4.754435025,99.642454,mango
88.92120104666915,55.014875788601884,126.38145913215506,16.12331189547141,69.05164590326216,5.899264069664337,75.95864368728769,potato
79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,210.8142087,rice
93.0,94.0,53.0,25.86632408,84.42379269,6.079178787999999,114.5357503,banana
20.0,72.0,19.0,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram
7.0,17.0,26.0,34.89226666,48.75613373,6.414526606,91.63074547,mango
60.465594285346015,12.471897099032354,27.150578060264852,24.34507823744225,65.05137815848751,6.30171653192543,73.60569231532995,millet
41.0,78.0,21.0,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
77.0,57.0,21.0,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
35.0,57.0,83.0,19.48316794,17.44534641,7.476800943,80.4986291,chickpea
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
42.0,79.0,85.0,17.22385224,15.82069268,6.129533877,76.57580954,chickpea
45.0,58.0,49.0,30.10773379,90.34546355,6.827812549,75.24521981,papaya
74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,217.3788583,rice
28.0,66.0,23.0,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans
82.0,29.0,35.0,26.67377159,52.24226285,6.246872394,156.15438980000005,coffee
58.59316476454343,39.2347052777348,41.359618304279735,17.709520211296894,42.31213350209633,6.227673145955924,62.5547569831549,mustard
28.0,79.0,16.0,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil
24.0,67.0,22.0,20.120043,22.89845607,5.618844277000001,104.6252153,kidneybeans
109.0,21.0,55.0,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
101.0,11.0,51.0,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
114.52967485799334,61.85119035458778,36.05599252272934,19.47575751451952,71.83955311112021,6.608937021293953,78.91195764037097,wheat
84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,coffee
50.0,46.0,52.0,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
22.0,78.0,76.0,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
89.0,91.0,55.0,25.08347445,80.26173100000003,6.275572297999999,94.32961456,banana
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055,89.60982451,chickpea
12.0,20.0,10.0,24.45132792,93.10527686,6.528354932,109.4711098,orange
44.0,57.0,53.0,42.30495821,90.51431779,6.93172108,74.876786,papaya
15.0,9.0,11.0,11.54785707,94.14861001,7.907956251,108.82891709999998,orange
6.0,13.0,9.0,34.51423957,90.56151463,7.786725333,118.32719679999998,orange
104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
111.0,5.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,watermelon
91.56188289848936,56.898387520512124,151.60175823174208,14.640990316121568,89.63851443803564,5.375885650928506,88.09764512367636,potato
111.07699869993115,56.81967947683304,33.6598340925384,15.533338813300706,63.07252359151446,7.134276844826057,60.97058360851846,wheat
88.0,78.0,45.0,29.10403455,79.19588629,6.324270089,92.07835761,banana
85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,265.5355937,rice
7.0,16.0,9.0,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
72.2674696103706,42.772365359511376,30.449027991799582,22.148969717449503,49.9945817000303,6.594846787154833,41.48078682183491,mustard
107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.68613359999995,coffee
37.0,50.0,23.0,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
76.0,51.0,18.0,26.16985907,71.96246617,6.247040422,79.84925393,maize
90.0,16.0,45.0,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon
24.0,27.0,9.0,18.86883219,93.24688124,6.157135092000001,119.3936976,orange
23.0,75.0,25.0,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas
21.0,63.0,22.0,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram
47.13871178305553,44.07623969773902,32.84138812526548,19.422834065388077,66.7134179100195,6.604895014189908,42.4382024750462,mustard
99.0,29.0,55.0,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
103.13295392507133,48.7339736613101,23.798859306739143,15.523508409622465,73.02892436457033,6.455834653886419,74.87804700754297,wheat
120.35747641948046,52.843141582243966,162.44882084958192,16.394294365318295,86.48418812320071,6.324873022956082,95.69637879455944,potato
27.0,71.0,23.0,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas
91.0,56.0,37.0,23.43191632,80.56887849,6.363472207999999,269.5039162,rice
39.0,69.0,53.0,25.9300384,93.02357765,6.964955435,241.8202079,papaya
102.0,73.0,52.0,27.9122104,83.36307683,6.356090905,90.24211529,banana
63.697381328655545,45.87314830469077,29.422934838845542,18.275680564839565,51.34158675930568,6.42677585789774,39.42576946891679,mustard
28.0,76.0,82.0,20.56601874,14.25803981,6.654425315,83.75937135,chickpea
102.13241201119905,80.21545940698897,141.78700237976247,16.954043596776422,76.07936490692087,5.840062271434684,98.13511045607123,potato
43.55682134576112,26.825683935922232,33.280401409208274,25.654456128121403,61.71348569636332,6.4535080387468255,81.1145848268991,millet
81.0,18.0,50.0,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
30.0,17.0,31.0,31.20478173,54.49960506,6.804437106,94.62954663,mango
86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,coffee
69.0,66.0,49.0,40.00439101,90.17015833,6.52711001,92.11877372,papaya
54.0,61.0,77.0,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea
65.0,37.0,40.0,23.35905428,83.59512273,5.333322606,188.413665,rice
6.0,69.0,19.0,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
17.0,58.0,20.0,28.06642822,85.91625451,6.42937879,39.23831035,mungbean
25.0,62.0,21.0,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
37.017334783265866,36.89182409657229,29.854826361654503,23.750683282113915,77.92466258838586,5.448152734084427,77.21448098714937,millet
82.0,75.0,55.0,27.34585147,78.48738349999998,6.281069505,92.15524332,banana
91.0,13.0,47.0,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon
21.0,38.0,21.0,29.75538903,86.45193297,6.637677489,37.54602719,mungbean
57.32001875920867,18.80078029756164,29.53297681792319,26.542265031451265,72.17471452692425,6.200337789977783,58.721162786693625,millet
100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,74.51490791,maize
90.99041965121792,55.79721092070113,34.27757032592025,19.872359451156466,68.46739589479671,6.903889000688593,65.66869894746434,wheat
88.0,38.0,15.0,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
36.0,56.0,83.0,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
23.0,24.0,32.0,28.1218093,46.16888595,5.630619901,93.30247448,mango
99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,182.5616319,rice
121.98473153382331,61.328255576344375,58.51726853338807,18.290987894978155,76.4859833990559,6.132237887551451,55.51430653465626,wheat
33.945639291444316,27.28063170403635,24.280028350447726,23.276227036144373,52.326912455956084,6.179086770324111,72.55952448847526,millet
115.0,11.0,46.0,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon
26.0,27.0,10.0,28.06903173,92.91487288,6.079998496,114.1339416,orange
60.0,58.0,51.0,42.07213781,92.92203105,6.840802254,165.7412972,papaya
16.0,35.0,31.0,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
38.0,72.0,21.0,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
6.0,59.0,21.0,26.58972517,66.14007674,6.139215944,50.90994463,lentil
95.0,57.0,41.0,23.24925555,73.65346838,6.434610995,184.7674863,jute
31.0,70.0,77.0,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
33.0,143.0,204.0,21.1316077,91.95769858,5.814434775,122.5391946,apple
8.0,33.0,29.0,29.98080499,49.48613279,6.442393461,91.82271568,mango
34.0,48.0,48.0,41.04224355,91.37258067,6.805277038,181.527598,papaya
58.0,63.0,81.0,19.81344531,14.69765308,6.515499548999999,78.96514709,chickpea
69.00347827531816,32.24036225277302,36.501201237510166,19.320862224184868,50.102106123938,6.143100002272892,55.23709546106981,mustard
27.0,61.0,18.0,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
78.0,46.0,42.0,23.09499564,78.45959697,7.095413294,155.3851533,jute
45.0,47.0,55.0,38.4191628,91.14220381,6.751452932,119.2653877,papaya
96.61335549270197,47.724900361642085,25.061878459266016,19.785471076310742,74.04272673954563,7.017344076951974,70.65762028563195,wheat
111.0,27.0,31.0,23.59302313,55.27564977,6.0433309510000015,191.3980675,coffee
8.0,120.0,201.0,21.18667419,91.13435689,6.321152192,122.233323,apple
33.0,57.0,17.0,27.89636126,88.71782287,6.78415271,57.79863368,mungbean
116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,coffee
58.0,66.0,79.0,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea
97.0,74.0,45.0,26.47522633,78.51833782,5.677719902000001,113.1161095,banana
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
98.0,29.0,30.0,25.64004392,61.03273481,6.217974349,199.4735636,coffee
29.0,16.0,36.0,19.81069447,88.92944254,5.7403380020000006,102.860084,pomegranate
42.0,53.0,48.0,23.11407669,94.31994776,6.758479569,231.5153161,papaya
90.0,92.0,55.0,27.00932084,80.18546798,6.13465588,97.32531705,banana
26.0,80.0,83.0,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea
83.0,22.0,54.0,25.89762315,81.96664832,6.277245253999999,54.49960057,watermelon
49.0,55.0,78.0,18.65580107,16.17772668,7.863113671,81.70769297,chickpea
